"jhi_year","module_name","pedagogy","printing","exam"
2024,"Research Report in Theological Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Research approaches to Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Exploring the nature and context of Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Facilitating Christian discipleship and leadership development","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Research Report in Christian Leadership","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Reflection on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Invitation to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Faith, church and culture","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Faith, Jesus and social change","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Faith, Philosophy and Science","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"God, creation and environmental issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Faith, the Spirit and the Future","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"History of theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Study of a Doctrine in depth: Creation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Approaches to theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Research  in Systematic theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Research project","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Language through an African Lens","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Invitation to Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Dynamics of Mission","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"First steps in an African Practical Theology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Christian Origins and Early Christian Contexts. Introduction to Early Christian Literature and History","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Introduction to Ancient Israelite Literature, Theology and Archaeology","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"The Formation of New Testament Identities: Martyrs, Apologists and Early Church Fathers","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Reflections on Faith","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
